SpecimenCode,Subfamily,Genus,SpeciesGroup,Species,Author,Date,LifeStageSex,Medium,SpecimenNotes,DNANotes,LocatedAt,OwnedBy,TypeStatus,DeterminedBy,DateDetermined,CollectionCode,CollectedBy,DateCollectedStart,DateCollectedEnd,Method,Habitat,Microhabitat,CollectionNotes,LocalityName,LocalityNotes,Adm2,Adm1,Country,Elevation (m),LocLatitude,LocLongitude,LatLonMaxError,BiogeographicRegion,ElevationMaxError,Blank,dd,mm,yy,day range (0 = no range
,Dolichoderinae,Azteca,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160608-01,KWG,20160608,20160608,hand,Second growth tropical forest,,previously KWG-71,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dolichoderinae,Azteca,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160608-01,KWG,20160608,20160608,hand,Second growth tropical forest,,previously KWG-71,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dolichoderinae,Azteca,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160608-01,KWG,20160608,20160608,hand,Second growth tropical forest,,previously KWG-71,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dolichoderinae,Azteca,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160608-01,KWG,20160608,20160608,hand,Second growth tropical forest,,previously KWG-71,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dolichoderinae,Azteca,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160608-01,KWG,20160608,20160608,hand,Second growth tropical forest,,previously KWG-71,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dolichoderinae,Azteca,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160608-01,KWG,20160608,20160608,hand,Second growth tropical forest,,previously KWG-71,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dolichoderinae,Tapinoma?,,,,,w,pin,small and gold,,KWG Collection,,,KWG,,KWG160608-01,KWG,20160608,20160608,hand,Second growth tropical forest,,previously KWG-71,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Crematogaster,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160608-01,KWG,20160608,20160608,hand,Second growth tropical forest,,previously KWG-71,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,,,,,,m,pin,,,KWG Collection,,,KWG,,KWG160608-01,KWG,20160608,20160608,blacklight,Second growth tropical forest,,previously KWG-71,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Cheliomyrmex?,,,,,m,pin,orange; Cheliomyrmex workers in same sample,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,blacklight,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Atta,,,,,w,pin,super major; heavily rugose,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Ponerinae,Neoponera?,,,,,dQ,pin,black with gold hair,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Ponerinae,Neoponera?,,,,,w,pin,black with red tinge on legs,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Ponerinae,Neoponera?,,,,,w,pin,black with red tinge on legs,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Ponerinae,Neoponera?,,,,,w,pin,black with gold hair; similar to dQ in sample,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Eciton,,,,,w,pin,soldier,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Eciton,,,,,w,pin,soldier,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Eciton,,,,,w,pin,major,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Eciton,,,,,w,pin,red/brown,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Eciton,,,,,w,pin,red/brown,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Eciton,,,,,w,pin,red/brown,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Eciton,,,,,w,pin,red/brown,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Eciton,,,,,w,pin,red/brown,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Eciton,,,,,w,pin,red/brown,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Cheliomyrmex,,morosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,leaf litter,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Cheliomyrmex,,morosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,leaf litter,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Cheliomyrmex,,morosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,leaf litter,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Cheliomyrmex,,morosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,leaf litter,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Cheliomyrmex,,morosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,leaf litter,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Cheliomyrmex,,morosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,leaf litter,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Cheliomyrmex,,morosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,leaf litter,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Cheliomyrmex,,morosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,leaf litter,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Cheliomyrmex,,morosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,leaf litter,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Cheliomyrmex,,morosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,leaf litter,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Cheliomyrmex,,morosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,leaf litter,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Cheliomyrmex,,morosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,leaf litter,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Cheliomyrmex,,morosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,leaf litter,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dorylinae,Cheliomyrmex,,morosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,leaf litter,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dolichoderinae,Dolichoderus,,bispinosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,foraging on trail,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dolichoderinae,Dolichoderus,,bispinosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,foraging on trail,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dolichoderinae,Dolichoderus,,bispinosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,foraging on trail,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Dolichoderinae,Dolichoderus,,bispinosus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,foraging on trail,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Pseudomyrmicinae,Pseudomyrmex,,gracilis,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,on tree,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Ponerinae,Platythyrea,,cf. punctata,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,on trail,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Atta,,mexicana,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Apterostigma,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,nest on slope,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Apterostigma,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,nest on slope,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Apterostigma,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,nest on slope,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Cyphomyrmex,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,nest under stone,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Cyphomyrmex,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,nest under stone,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Cyphomyrmex,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,nest under stone,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Cyphomyrmex,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,nest under stone,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Cyphomyrmex,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,nest under stone,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Cyphomyrmex,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,nest under stone,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Cyphomyrmex,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,nest under stone,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Procryptocerus,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Procryptocerus,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Camponotus,,cf. striatus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Camponotus,,cf. striatus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Camponotus,,cf. striatus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Camponotus,,cf. striatus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Camponotus,,cf. striatus,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Camponotus,,,,,w,pin,red mesasoma,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Camponotus,,,,,w,pin,red mesasoma,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Camponotus or Colobposis,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Camponotus or Colobposis,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Ectatomminae,Gnamptogenys,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Adelomyrmex,,,,,w,pin,black,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,under stone,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Nylanderia?,,,,,w,pin,yellow with dark tibia,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Nylanderia?,,,,,w,pin,yellow with dark tibia,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Nylanderia?,,,,,w,pin,yellow with dark tibia,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Crematogaster,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,on log,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Crematogaster,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,on log,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Stenamma,,,,,aQ,pin,dark with yellow-tipped antennae,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Stenamma,,,,,w,pin,dark with yellow-tipped antennae,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Stenamma,,,,,w,pin,dark with yellow-tipped antennae,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Stenamma,,,,,w,pin,dark with yellow-tipped antennae,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Stenamma,,,,,w,pin,dark with yellow-tipped antennae,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Solenopsis,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,under stone,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Solenopsis,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,under stone,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Solenopsis,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,under stone,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Solenopsis,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,under stone,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Solenopsis,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,under stone,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Solenopsis,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,under stone,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Pheidole,,,,,2w,pin,soldier with white patch on posterior portion of head,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Pheidole,,,,,2w,pin,soldier with white patch on posterior portion of head,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Myrmelachista,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,in live stem of Lauraceae,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Myrmelachista,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,in live stem of Lauraceae,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Myrmelachista,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,in live stem of Lauraceae,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Myrmelachista,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,in live stem of Lauraceae,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Myrmelachista,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160607-01,KWG,20160607,20160607,hand,Second growth tropical forest,in live stem of Lauraceae,previously KWG-67,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
