SpecimenCode,Subfamily,Genus,SpeciesGroup,Species,Author,Date,LifeStageSex,Medium,SpecimenNotes,DNANotes,LocatedAt,OwnedBy,TypeStatus,DeterminedBy,DateDetermined,CollectionCode,CollectedBy,DateCollectedStart,DateCollectedEnd,Method,Habitat,Microhabitat,CollectionNotes,LocalityName,LocalityNotes,Adm2,Adm1,Country,Elevation (m),LocLatitude,LocLongitude,LatLonMaxError,BiogeographicRegion,ElevationMaxError,Blank,dd,mm,yy,day range (0 = no range
,Ectatomminae,Ectatomma,,tuberculatum,,,,,,,KWG Collection,,,KWG,,KWG160701-02,KWG,20160701,20160701,hand,Second growth tropical forest,foraging on flowering plant,previously KWG-83,Puente Nacional? (Puente Nacional II: locality ambiguous),,,Veracruz,Mexico,7,19.35,-96.32,,Neotropical,,,,,,
,Ectatomminae,Ectatomma,,tuberculatum,,,,,,,KWG Collection,,,KWG,,KWG160701-02,KWG,20160701,20160701,hand,Second growth tropical forest,foraging on flowering plant,previously KWG-83,Puente Nacional? (Puente Nacional II: locality ambiguous),,,Veracruz,Mexico,7,19.35,-96.32,,Neotropical,,,,,,
,Ectatomminae,Ectatomma,,tuberculatum,,,,,,,KWG Collection,,,KWG,,KWG160701-02,KWG,20160701,20160701,hand,Second growth tropical forest,foraging on flowering plant,previously KWG-83,Puente Nacional? (Puente Nacional II: locality ambiguous),,,Veracruz,Mexico,7,19.35,-96.32,,Neotropical,,,,,,
,Ectatomminae,Ectatomma,,tuberculatum,,,,,,,KWG Collection,,,KWG,,KWG160701-02,KWG,20160701,20160701,hand,Second growth tropical forest,foraging on flowering plant,previously KWG-83,Puente Nacional? (Puente Nacional II: locality ambiguous),,,Veracruz,Mexico,7,19.35,-96.32,,Neotropical,,,,,,
,Ectatomminae,Ectatomma,,tuberculatum,,,,,,,KWG Collection,,,KWG,,KWG160701-02,KWG,20160701,20160701,hand,Second growth tropical forest,foraging on flowering plant,previously KWG-83,Puente Nacional? (Puente Nacional II: locality ambiguous),,,Veracruz,Mexico,7,19.35,-96.32,,Neotropical,,,,,,
,Myrmicinae,Aphaenogaster,,,,,w,pin,orange with large propodeal spines,,KWG Collection,,,KWG,,KWG160612-01,KWG,20160712,20160712,hand,Second growth tropical forest,stray forager,previously KWG 69,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Pseudomyrmicinae,Pseudomyrmex,,,,,w,pin,yellow,,KWG Collection,,,KWG,,KWG160612-01,KWG,20160712,20160712,hand,Second growth tropical forest,stray forager,previously KWG 69,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Nylanderia?,,,,,w,pin,yellow with black seate,,KWG Collection,,,KWG,,KWG160612-01,KWG,20160712,20160712,hand,Second growth tropical forest,stray forager,previously KWG 69,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Myrmicinae,Crematogaster,,,,,w,pin,black,,KWG Collection,,,KWG,,KWG160612-01,KWG,20160712,20160712,hand,Second growth tropical forest,stray forager,previously KWG 69,Cafetal Carlota; 3 km NW Ayautla,,,Oaxaca,Mexico,1070,18.05,-96.69,,Neotropical,,,,,,
,Formicinae,Camponotus,,,,,w,pin,red,,KWG Collection,,,KWG,,KWG160529-01,KWG,20160529,20160529,hand,Lowland rainforest,stray forager,previously KWG 62,Los Tuxtlas Biological Station; 18.4 km NE Catemaco,,,Veracruz,Mexico,148,18.585,-95.074,,Neotropical,,,,,,
,Formicinae,Camponotus,,,,,w,pin,red,,KWG Collection,,,KWG,,KWG160529-01,KWG,20160529,20160529,hand,Lowland rainforest,stray forager,previously KWG 62,Los Tuxtlas Biological Station; 18.4 km NE Catemaco,,,Veracruz,Mexico,148,18.585,-95.074,,Neotropical,,,,,,
,Dorylinae,Eciton,,,,,2w,pin,blackish-red,,KWG Collection,,,KWG,,KWG160529-01,KWG,20160529,20160529,hand,Lowland rainforest,stray forager,previously KWG 62,Los Tuxtlas Biological Station; 18.4 km NE Catemaco,,,Veracruz,Mexico,148,18.585,-95.074,,Neotropical,,,,,,
,Dorylinae,Eciton,,,,,w,pin,blackish-red,,KWG Collection,,,KWG,,KWG160529-01,KWG,20160529,20160529,hand,Lowland rainforest,stray forager,previously KWG 62,Los Tuxtlas Biological Station; 18.4 km NE Catemaco,,,Veracruz,Mexico,148,18.585,-95.074,,Neotropical,,,,,,
,Dorylinae,Eciton,,,,,w,pin,blackish-red,,KWG Collection,,,KWG,,KWG160529-01,KWG,20160529,20160529,hand,Lowland rainforest,stray forager,previously KWG 62,Los Tuxtlas Biological Station; 18.4 km NE Catemaco,,,Veracruz,Mexico,148,18.585,-95.074,,Neotropical,,,,,,
,Dorylinae,Neivamyrmex?,,,,,2w,pin,red,,KWG Collection,,,KWG,,KWG160529-01,KWG,20160529,20160529,hand,Lowland rainforest,stray forager,previously KWG 62,Los Tuxtlas Biological Station; 18.4 km NE Catemaco,,,Veracruz,Mexico,148,18.585,-95.074,,Neotropical,,,,,,
,Dorylinae,Neivamyrmex?,,,,,2w,pin,red,,KWG Collection,,,KWG,,KWG160529-01,KWG,20160529,20160529,hand,Lowland rainforest,stray forager,previously KWG 62,Los Tuxtlas Biological Station; 18.4 km NE Catemaco,,,Veracruz,Mexico,148,18.585,-95.074,,Neotropical,,,,,,
,Dorylinae,Neivamyrmex?,,,,,w,pin,red,,KWG Collection,,,KWG,,KWG160529-01,KWG,20160529,20160529,hand,Lowland rainforest,stray forager,previously KWG 62,Los Tuxtlas Biological Station; 18.4 km NE Catemaco,,,Veracruz,Mexico,148,18.585,-95.074,,Neotropical,,,,,,
,Ponerinae,Neoponera?,,,,,w,pin,brown mesasoma with yellow legs,,KWG Collection,,,KWG,,KWG160529-01,KWG,20160529,20160529,hand,Lowland rainforest,stray forager,previously KWG 62,Los Tuxtlas Biological Station; 18.4 km NE Catemaco,,,Veracruz,Mexico,148,18.585,-95.074,,Neotropical,,,,,,
,Ectatomminae,Gnamptogenys,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160529-01,KWG,20160529,20160529,hand,Lowland rainforest,stray forager,previously KWG 62,Los Tuxtlas Biological Station; 18.4 km NE Catemaco,,,Veracruz,Mexico,148,18.585,-95.074,,Neotropical,,,,,,
,Myrmicinae,Procryptocerus,,,,,w,pin,,,KWG Collection,,,KWG,,KWG160529-01,KWG,20160529,20160529,hand,Lowland rainforest,stray forager,previously KWG 62,Los Tuxtlas Biological Station; 18.4 km NE Catemaco,,,Veracruz,Mexico,148,18.585,-95.074,,Neotropical,,,,,,
,,,,,,,,,,,KWG Collection,,,KWG,,KWG160529-01,KWG,20160529,20160529,hand,Lowland rainforest,stray forager,previously KWG 62,Los Tuxtlas Biological Station; 18.4 km NE Catemaco,,,Veracruz,Mexico,148,18.585,-95.074,,Neotropical,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECORDS FOR UNSORTED KWG COLLECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWG #1,Formicinae,Formica,,,,,w,pin,,,,,,,,,KWG,,,hand coll.,mountain,under rock,,Snow Mountain,,,,USA,,39.37694,122.75202,,,,,,,,
KWG #2,Formicinae,Camponotus,,,,,w,pin,,,,,,,,,KWG,,,hand coll.,mountain,under rock,,Snow Mountain,,,,USA,,39.37694,122.75202,,,,,,,,
KWG #3,Formicinae,Lasius,,flavas,,,w,pin,yellow meadow ant,,,,,,,,KWG,,,hand coll.,mountain,under rock,,Snow Mountain,,,,USA,,39.37828,122.7569,,,,,,,,
KWG #4,Dolichoderinae,Tapinoma,,sessile?,,,w,pin,,,,,,,,,KWG,4/11/2015,,hand coll.,foothills,rock foliage,,Auburn,,,,USA,,38.91866,121.00787,,,,,,,,
KWG #5,Dolichoderinae,Tapinoma,,sessile,,,w,pin,,,,,,,,,KWG,4/11/2015,,hand coll.,foothills,under/ in log,,Auburn,,,,USA,,38.91876,121.00687,,,,,,,,
KWG #6,Dolichoderinae,Liometopum,,,,,w,pin,,,,,,,,,KWG,4/11/2015,,hand coll.,foothills,rock foliage,,Auburn,,,,USA,,,,,,,,,,,
KWG #7,Myrmicinae,Veramessor,,,,,w,pin,,,,,,,,,KWG,4/18/2015,,hand coll.,foothills,loose dirt trail,,Auburn,,,,USA,,38.91895,121.00789,,,,,,,,
KWG #8,Myrmicinae,Veramessor,,,,,w,pin,,,,,,,,,KWG,4/18/2015,,hand coll.,foothills,loose dirt trail,,Auburn,,,,USA,,38.91895,121.00789,,,,,,,,
KWG #9,Myrmicinae,Veramessor,,,,,w,pin,SENT SHOGUN!!!,,,,,,,,KWG,4/18/2015,,hand coll.,foothills,loose dirt trail,,Auburn,,,,USA,,,,,,,,,,,
KWG #10,Formicinae,Prenolepis,,,,,w,pin,different physical castes,,,,,,,,KWG,,,hand coll.,urban,backyard,,Davis,,,,USA,,,,,,,,,,,
KWG #11,Dolichoderinae,Linepithema,,,,,w,pin,,,,,,,,,KWG,,,hand coll.,urban,backyard,,Davis,,,,USA,,,,,,,,,,,
BSP#1,Formicinae,Formica,,,,,w,pin,,,,,,,,,KWG,,,hand coll.,Sierra Nevadas,,,Bishop,,,,,,,,,,,,,,,
BSP#2,Formicinae,Formica,,,,,w,pin,,,,,,,,,KWG,,,hand coll.,Sierra Nevadas,under rock,,Bishop,,,,,,,,,,,,,,,
BSP#3,Myrmicinae,Monomorium,,,,,w,pin,,,,,,,,,KWG,,,hand coll.,Sierra Nevadas,under rock,,Bishop,,,,,,,,,,,,,,,
BSP#4,Myrmicinae,Leptothorax,,,,,w,pin,,,,,,,,,KWG,,,hand coll.,Sierra Nevadas,under rock,,Bishop,,,,,,,,,,,,,,,
BSP#5,Formicinae,Camponotus,Tanaemyrmex?,,,,w,,,,,,,,,,KWG,,,hand coll.,High desert?,under wood,"next to climb ""Painted Cave""",Bishop,,,,,,,,,,,,,,,
KWG #12,Lost it :(,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWG #13,Myrmicinae,Pogonomyrmex,,,,,w,pin,,,,,,,,,KWG,,,hand coll.,Desert,dirt,,Aqua Dulce,,,,USA,,34.52207,118.28535,,,,,,,,
STB#1,Myrmicinae,Manica,,,,,w,pin,,,,,,,,,KWG,,,hand coll.,sub alpine,dirt,,Strawberry,,,,,,,,,,,,,,,
BLS#1,Formicinae,Camponotus,,,,,w,,large,,,,,,,,KWG,,,hand coll.,alpine,,,Bliss bouldering area,,,,,,,,,,,,,,,
BLS#2,Formicinae,Lasius,,,,,w,,,,,,,,,,KWG,,,hand coll.,alpine,under rock,,Bliss bouldering area,,,,,,,,,,,,,,,
HWC#1,Formicinae,Camponotus,,,,,w,,,,,,,,,,KWG,,,hand coll.,oak grassland,,,Henry W. Coe State Park,,,,USA,,,,,,,,,,,
HWC#1,Myrmicinae,Veramessor,,,,,w,,,,,,,,,,KWG,,,hand coll.,oak grassland,,,Henry W. Coe State Park,,,,USA,,,,,,,,,,,
HWC#2,Dolichoderinae,Tapinoma,,,,,w,,,,,,,,,,KWG,,,hand coll.,oak grassland,under rock,,Henry W. Coe State Park,,,,USA,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,********UCEAP SPRING FIELD COURSE 2016****** 42#59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWG #42,Dolichoderinae ,Liometopum,,occidentale ,,,w,,,,,,,,,,KWG,20160329,,hand coll.,oak savannah,oak,,Blue Oak Ranch Reserve,,,,,,,,,,,,,,,
KWG #42,Dolichoderinae ,Tapinoma,,sessile,,,w,,,,,,,,,,KWG,20160330,,hand coll.,oak savannah,under stone,,Blue Oak Ranch Reserve,,,,,,,,,,,,,,,
KWG #42,Formicinae,Prenolepis,,imparis,,,w,,,,,,,,,,KWG,20160329,,hand coll.,oak savannah,oak,,Blue Oak Ranch Reserve,,,,,,,,,,,,,,,
KWG #42,Formicinae,Formica,,moki,,,w,,,,,,,,,,KWG,20160331,,pit fall trap,oak savannah,riparian,,Blue Oak Ranch Reserve,,,,,,,,,,,,,,,
KWG #42,Formicinae,Camponotus,,semitestaceus,,,w,,,,,,,,,,KWG,20160331,,pit fall trap,oak savannah,riparian,,Blue Oak Ranch Reserve,,,,,,,,,,,,,,,
KWG #42,Formicinae,Camponotus,,semitestaceus???,,,2w,,,,,,,,,,KWG,20160331,,hand coll.,oak savannah,dead shrub,,Blue Oak Ranch Reserve,,,,,,,,,,,,,,,
KWG #42,Myrmicinae ,Crematogaster,,coarctata,,,w,,,,,,,,,,KWG,20160329,,hand coll.,oak savannah,under stone,,Blue Oak Ranch Reserve,,,,,,,,,,,,,,,
KWG #42,Myrmicinae ,Veromessor ,,andrei,,,w,,,,,,,,,,KWG,20160329,,hand coll.,oak savannah,under stone,,Blue Oak Ranch Reserve,,,,,,,,,,,,,,,
KWG #42,Ponerinae?????,Hypoponera,,opacior,,,w,,,,,,,,,,KWG,20160330,,hand coll.,oak savannah,under stone,,Blue Oak Ranch Reserve,,,,,,,,,,,,,,,
KWG #42B,Myrmicinae ,Vermamessor,,andrei,,,w,,,,,,,,,,KWG,20160401,,hand coll.,oak savannah,nest in dirt,,Blue Oak Ranch Reserve,,,,,,,,,,,,,,,
KWG #42B,Myrmicinae ,Stenamma,,diecki,,,w,,,,,,,,,,KWG,20160401,,hand coll.,oak savannah,under stone,,Blue Oak Ranch Reserve,,,,,,,,,,,,,,,
KWG #42B,Myrmicinae ,Temnothorax,,c.f. gallae,,,w,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWG #43,Dolichoderinae ,Liometopum,,occidentale ,,,w,,NOT COLLECTED BUT SEEN MANY TIMES,,,,,,,,,20160403,,hand coll.,mixed evergreen,,,,,,,,,,,,,,,,,,
KWG #43,Formicinae,Camponotus,,,,,w,,,,White House,,,,,,KWG,20160403,,hand coll.,mixed evergreen,,,,,,,,,,,,,,,,,,
KWG #43,Formicinae,Tapinoma,,sessile,,,w,,,,White House,,,,,,KWG,20160403,,hand coll.,mixed evergreen,,,,,,,,,,,,,,,,,,
KWG #43,Formicinae,Formica,,,,,w,,black head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWG #43,Myrmicinae ,?Temnothorax?,,,,,w,,,,,,,,,,KWG,20160403,,hand coll.,mixed evergreen,,,,,,,,,,,,,,,,,,
KWG #43,Myrmicinae ,Crematogaster,,,,,w,,,,,,,,,,KWG,20160403,,hand coll.,mixed evergreen,,,,,,,,,,,,,,,,,,
KWG #43,Formicinae,Formica,,,,,w,,black,,South meadow,,,,,,KWG,20160403,,hand coll.,mixed evergreen,,,,,,,,,,,,,,,,,,
KWG #43,Myrmicinae ,Pheidole,,,,,w,,ploymorphic,,South meadow,,,,,,KWG,20160403,,hand coll.,mixed evergreen,,,,,,,,,,,,,,,,,,
KWG #43,Myrmicinae ,Pogonomyrmex,,,,,w,,,,South meadow,,,,,,KWG,20160403,,hand coll.,mixed evergreen,,,,,,,,,,,,,,,,,,
KWG #43B,Myrmicinae ,Pheidole,,,,,w,,black,,dinner area,,,,,,KWG,20160406,,hand coll.,mixed evergreen,,,,,,,,,,,,,,,,,,
KWG #43B,Myrmicinae ,Crematogaster,,?hespera?,,,w,,red head and mesasoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWG #43B,Myrmicinae ,Pheidole,,,,,w,,brown,,,,,,,,KWG,20160407,,hand coll.,mixed evergreen,,,,,,,,,,,,,,,,,,
KWG #43B,Myrmicinae ,Pheidole,,,,,w,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWG #43B,Myrmicinae ,?Temnothorax?,,,,,w,,,,Walker meadow,,,,,,KWG,20160407,,hand coll.,mixed evergreen,,,,,,,,,,,,,,,,,,
KWG #43B,Formicinae,Formica,moki,,,,w,,,,Walker meadow,,,,,,KWG,20160407,,hand coll.,mixed evergreen,,,,,,,,,,,,,,,,,,
KWG #43B,Formicinae,Formica,,,,,w,,black,,Walker meadow,,,,,,KWG,20160407,,hand coll.,mixed evergreen,,,,,,,,,,,,,,,,,,
KWG #43B,Formicinae,Formica,,,,,aQ,,black,,Wilderness medow ,,,,,,KWG,20160407,,hand coll.,mixed evergreen,,,,,,,,,,,,,,,,,,
PFA#1,Formicinae,Tapinoma,,sessile,,,w,,,,,,,,,,KWG,20160406,,pit fall trap,mixed evergreen,,,,,,,,,,,,,,,,,,
PFA#1,Myrmicinae ,Aphaenogaster,,,,,w,,,,,,,,,,KWG,20160406,,pit fall trap,mixed evergreen,,,,,,,,,,,,,,,,,,
PFA#1,Formicinae,Formica,,,,,w,,,,,,,,,,KWG,20160406,,pit fall trap,mixed evergreen,,,,,,,,,,,,,,,,,,
PFA#1,Myrmicinae ,,,,,,,,,,,,,,,,KWG,,,,,,,,,,,USA,,,,,,,,,,,
KWG #44,Formicinae,Camponotus ,,c.f. yogi,,,w,,head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWG #44,Myrmicinae ,Pheidole,,californica,,,w,,,,,,,,,,KWG,20160411,,hand coll.,oak savannah,dirt soil,,,,,,,,,,,,,,,,,
KWG #45,Formicinae,Lasius,,,,,w,,,,,,,,,,KWG,20160415,,hand coll.,Coniferous forest,,,Wawona,,,,,,,,,,,,,,,
KWG #45,Formicinae,Camponotus,,,,,w,,all black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWG #45,Myrmicinae ,Aphaenogaster,,,,,w,,,,,,,,,,KWG,20160416,,hand coll.,Coniferous forest,under rock,,Wawona,,,,,,,,,,,,,,,
KWG #45,Myrmicinae ,Pheidole?,,,,,w,,black head & gaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWG #45,Dolichoderinae,Tapinoma,sessile?,,,,w,,tiny black ants under fallen bark,,,,,,,,KWG,20160416,,hand coll.,Coniferous forest,,,Wawona,,,,,,,,,,,,,,,
KWG #45,Myrmicinae,Temnothorax,,,,,w,,orange head w/ splash of black. Dark gaster,,,,,,,,KWG,20160416,,hand coll.,Coniferous forest,,in fallen branch near General Store,Wawona,,,,,,,,,,,,,,,
KWG #45,Mymecinae ,Cardiocondyla or Temnothorax,,,,,w,,small black ladies ,,,,,,,,KWG,20160416,,hand coll.,Coniferous forest,,under stone ,Wawona,,,,,,,,,,,,,,,
KWG #45,Myrmicinae ,Cardiocondyla or Temnothorax,,,,,w,,Uniformly brown. wide post petiole…but probably temno. ,,,,,,,,KWG,20160416,,hand coll.,Coniferous forest,,in fallen branch at golf course ,Wawona,,,,,,,,,,,,,,,
KWG #45,Formicinae,Lasius,,,,,w,,***HAVE TUMOR#LIKE LUMPS. WTF? ,,,,,,,,KWG,20160416,,hand coll.,Coniferous forest,rotten log,found mite on ant,Wawona,,,,,,,,,,,,,,,
KWG #46,Myrmicinae ,Solenopsis,,,,,w,,red and black,,,,,,,,KWG,20160417,,hand coll.,oak woodland,,,Sedgwick Reserve,,,,,,,,,,,,,,,
KWG #46,Myrmicinae ,Pheidole,,,,,w,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWG #46,Formicinae,Lasius,claviger,,,,w,,mild lemony odor when disturbed. I read they tend root aphids ;),,,,,,,,KWG,20160418,,hand coll.,oak woodland,,found nesting in dirt slope under live oak,Sedgwick Reserve,,,,,,,,,,,,,,,
KWG #46,Myrmicinae ,Crematogaster,,,,,w,,I saw the acrobat pose!!,,,,,,,,KWG,20160418,,hand coll.,oak woodland,,in fallen branch of valley oak,Sedgwick Reserve,,,,,,,,,,,,,,,
KWG #46B,Myrmicinae ,Solenopsis??,,,,,w,,red head & mesasoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWG #46B,Myrmicinae ,Crematogaster,,,,,w,,small black lady,,,,,,,,KWG,20160422,,hand coll.,oak woodland,,saw on dead bird,Sedgwick Reserve,,,,,,,,,,,,,,,
KWG #47,Dolichoderinae,Forelius,,,,,w,,small brown ants with crater about 7cm diamter. ***Worker sems to be covering entrance with small pebbles. LOOKS LIKE IT MIGHT RAIN…hmm interesting,,,,,,,,KWG,20160424,,hand coll.,desert,,,Granite Mountain Reserve,,,,USA,,34 48 33,115 37 44,,,,,,,,
KWG #47,Myrmicinae ,Pheidole,,,,,w,,brown with dark gasters,,,,,,,,KWG,20160424,,hand coll.,desert,,very active at night ,Granite Mountain Reserve,,,,USA,,34 48 33,115 37 44,,,,,,,,
KWG #47,Formicinae,Myrmecocystus,,,,,w,,polymorphic? Collected multiple ants but could have been different species..,,,,,,,,KWG,20160424,,hand coll.,desert,,very active at night ,Granite Mountain Reserve,,,,USA,,34 48 33,115 37 44,,,,,,,,
KWG #47,Myrmicinae ,Crematogaster ,,,,,w,,brown head and mesasoma with black gaster,,,,,,,,KWG ,20160425,,hand coll.,desert,,in dead log,Granite Mountain Reserve,,,,USA,,34 48 32,115 37 46,,,,,,,,
KWG #48,,,,,,,,,mutillid wasp thing. Tube 47B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWG #49,,,,,,,,,,,,,,,,,KWG,20160430-20160501,,,coastal riparian,,,Big Creek Reserve,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWG #56,Formicinae,Camponotus,,semitestaceus,,,w,,major,,,,,,,,KWG,20160510,,hand coll.,oak savannah,coyote brush,,Blue Oak Ranch Reserve,,,,USA,,37 22 54,121 43 51,,,,,,,,
KWG #56,Myrmicinae ,Temnothorax,,andrei,,,w,,gold,,,,,,,,KWG,20160510,,litter sifting,oak savannah,leaf litter,,Blue Oak Ranch Reserve,,,,USA,,37 22 53,121 43 51,,,,,,,,
KWG #56,Myrmicinae ,Stenamma,,diecki,,,w,,,,,,,,,,KWG,20160510,,litter sifting,oak savannah,leaf litter,,Blue Oak Ranch Reserve,,,,USA,,37 22 59,121 43 32,,,,,,,,
KWG #56,Myrmicinae ,Stenamma,,diecki,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWG #57,Myrmicinae ,Crematogaster,,coarctata,,,2w,,poor mounting. Scapes surpass corner margin of head. Puncate or stria all over head. Larger species?? Need to see marioni…,,,,,,,,KWG,20160510,,litter sifting,oak savannah,leaf litter,,Blue Oak Ranch Reserve,,,,USA,,37 22 59,121 43 32,,,,,,,,
KWG #57,Myrmicinae ,Stenamma,,diecki,,,2w,,broken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWG #57,Myrmicinae ,Solenopsis,,molesta,,,w,,,,,,,,,,KWG,20160510,,litter sifting,oak savannah,leaf litter,,Blue Oak Ranch Reserve,,,,USA,,37 22 59,121 43 32,,,,,,,,
KWG #58,Dorylinae,Neivamyrmex,,californicus,,,3w,,minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KWG170715-04,Myrmicinae,Pogonomyrmex,,,,,aQ,,,,,,,,,,KWG,20170715,,hand coll.,mixed oak woodland ,exposed soil,,Southwestern Research Station,,,Arizona,USA,1664,31.882N,109.209W,,,,,,,,
KWG170715-05,Formicinae ,Myrmecocystus ,,,,,w,,major,,,,,,,,KWG,20170715,,hand coll.,mixed oak woodland ,excavated nest by Ti,,Southwestern Research Station,,,Arizona,USA,1664,31.882N,109.209W,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,HIGH TRAILS ANTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HT-6,Formicidae,Dolichoderinae,Liometopum ,,,,occidentale,3w,pin,,KWG,HTOSS,20170320,KWG,hand coll.,pine forest,,6 pack ,USA,,,,,,,,,,,,,,,,,,,,
HT-8,Formicidae,Dolichoderinae,Tapinoma,,,,sessile,w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HT-13,Formicidae,Formicinae,Lasius,claviger,,,californicus,w,pin,gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HT-5,Formicidae,Formicinae,Camponotus,,,,c.f. quercicola,aq,pin,shiny black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HT-7,Formicidae,Formicinae,Lasius,niger,,,alienus,2w,pin,uniformily brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HT-9,Formicidae,Formicinae,Lasius,niger,,,alienus,2w,pin,brown but posterior of head and gaster darker. Pilosity on entire doral surface except anterior face of propodeum,KWG,HTOSS,20170409,KWG,hand coll.,pine forest,under stone,Raggers,USA,,,,,,,,,,,,,,,,,,,,
HT-2,Formicidae,Formicinae,Formica,rufa,,,ravida,2w,pin,,KWG,HTOSS,20170430,KWG,hand coll.,pine forest,,Helipad NWA,USA,,,,,,,,,,,,,,,,,,,,
HT-20,Formicidae,Formicinae,Formica,,,,c.f. subpolita,2w,pin,looks like HT-12 but lighter,KWG,HTOSS,20170430,KWG,hand coll.,pine forest,under stone,Burnt flats,USA,tending scale aphids under stone,,,,,,,,,,,,,,,,,,,
HT-3,Formicidae,Formicinae,Formica,rufa,,,ravida,aQ,pin,,KWG,HTOSS,20170430,KWG,hand coll.,pine forest,, Moth Cab. NWA,USA,,,,,,,,,,,,,,,,,,,,
HT-11,Formicidae,Formicinae,Formica,,,,subpolita,2w,pin,posterior of head darker than anterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HT-12,Formicidae,Formicinae,Formica,,,,c.f. subpolita,w,pin,poserior of head dark. Orange mesasoma with dark patch on pronotum. Gaster dark,KWG,HTOSS,20170502,KWG,hand coll.,pine forest,under stone,Rock Pile,USA,KWG-95. see HT-11. Parasitized nest and observing mixed nest? Found one of these. Major or social parasite?,,,,,,,,,,,,,,,,,,,
HT-1,Formicidae,Formicinae,Formica,,,,subpolita,2w,pin,posterior of head darker than anterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
